time_key,Product_key,Sales in M
182,10,0.02283211000000001
182,102,0.000007179359
182,105,0.00133625
182,108,0.01982592
182,111,0.00326404
182,112,0.00002506
182,113,0.002217185654296875
182,115,0.010132180000000001
182,116,0.04498291
182,120,0.0032076400000000003
182,123,0.007620480000000003
182,125,0.05432428225891113
182,13,0.08386041000000002
182,135,0.018424419999999997
182,136,0.000986543423461913
182,139,0.00625151
182,141,9.947598300641402e-20
182,158,0.02584071
182,159,0.0387401
182,166,-9.094947017729282e-19
182,169,0.0276836
182,174,0.01074892
182,175,0.188740684324446
182,178,0.021102620000000002
182,179,0.0031567999999999943
182,180,-5.4569682106375696e-18
182,182,-0.00146784
182,190,-0.017152600000000004
182,192,0.003985600000000001
182,199,0.008291419999999999
182,202,0.36149257
182,231,0.00008546999999999999
182,238,0.025472316953124997
182,249,0.00782964
182,3,0.1350229
182,37,0.027728319999999997
182,38,0.01830054
182,39,-1.0469847211425076e-17
182,4,0.00820657
182,40,0.02645907794232053
182,41,0.005316719999999997
182,45,0.03749959321576117
182,48,0.09133258
182,5,0.02280094
182,54,0.12419068160317659
182,55,0.04870732
182,6,1.1028841399999993
182,7,6.749488779010499
182,73,0.008215
182,74,0.0316136409401536
182,76,0.04689777913940431
182,77,0.06889849000133988
182,78,0.00033625000000000007
182,79,-0.01772915999999999
182,8,0.5567245700000002
182,80,0.04398062
182,81,0.02246761856956482
182,9,0.029017420000000002
182,93,0.06485108
182,94,0.023249630000000004
182,95,0.03647127
182,96,0.00230136
182,97,0.21179100388036726
182,98,0.10342609982666014
183,10,0.06871648000000008
183,102,0.00000235
183,108,0.07191576999999999
183,111,0.03642629
183,112,0.000012879999999999999
183,113,0.019922315598449706
183,115,0.12707362000000003
183,116,0.01534403
183,119,0.025719119999999998
183,120,0.015620289999999998
183,123,0.061669339999999996
183,124,0.00098724
183,125,0.002980799819946289
183,13,0.40301679000000024
183,132,0.19883882000000003
183,133,0.15659652000000002
183,134,0.04710509
183,135,0.12151843999999998
183,136,1.0388696847218881e-17
183,139,0.07551090999999999
183,141,0.010143319999999999
183,147,0.8978586799999995
183,161,0.00128943
183,166,0.009435150000000003
183,168,0.01449824
183,172,0.009686160000000001
183,173,0.8050153900000001
183,174,0.01916445
183,175,0.37247887146288455
183,177,0.0407618
183,178,0.06572116
183,179,0.03799593685546875
183,180,0.01925409000000001
183,182,0.17553731
183,189,0.04561632
183,190,0.08648255
183,195,0.00053334
183,199,0.02412189
183,200,0
183,201,0.03144472
183,202,0.063488
183,208,0.03149793
183,226,0.09030485
183,227,0.038419199999999994
183,238,-0.0003971240313720703
183,248,0.1400902
183,249,0.019713500000000002
183,3,0.6022398700000001
183,331,0.2049
183,332,0.050871389999999864
183,37,-0.004070423048400877
183,38,0.06037745
183,39,0.0022624745507812518
183,4,0.01430415999999999
183,40,0.0508761525823307
183,41,0.03982255
183,45,0.0015606987014375442
183,48,0.9996016100000001
183,49,0.00264477
183,5,0.10880224999999995
183,54,0.15332062838097335
183,55,0.22278107000000008
183,6,4.148876590000007
183,7,1.6021922929875934
183,73,0.05919059999999999
183,74,0.0052598419263076785
183,76,0.15049298686164855
183,77,0.03852442840777635
183,78,0.0008820200000000001
183,79,0.10449246
183,8,2.3180188100000025
183,80,0.00474638
183,81,0.0038343028930664064
183,9,0.15338346000000003
183,93,0.08881834999999999
183,94,0.029496429999999997
183,95,0.09753313
183,96,0.010973179999999999
183,97,0.002909098203125
183,98,0.006815758784179688
184,10,0.08455068000000011
184,102,0.00001107
184,105,0.0018159200000000002
184,108,0.039612140000000004
184,111,0.06184575
184,112,7.599999999999999e-7
184,113,0.02175880315734863
184,115,0.7763459399999999
184,116,0.06309692
184,119,0.06782144000000001
184,120,0.14665562999999998
184,121,0.00866926
184,123,0.11589761999999999
184,124,0.0029161100000000004
184,125,0.0024655700000000003
184,13,0.44533346999999984
184,132,0.07930477
184,133,0.03298697
184,134,0.024366789999999996
184,139,0.03479403
184,141,-1.4210854715202003e-20
184,158,0.015146399999999999
184,159,0.22101394000000002
184,161,3.2e-7
184,163,0.01485864
184,166,0.013830100000000001
184,167,0.02255119
184,168,0.01720572
184,169,0.028510829999999997
184,172,0.00583338
184,173,0.00067252
184,174,0.016145490000000002
184,175,0.27303632749694823
184,178,0.41942954
184,179,0.09971445
184,180,0.14180196
184,182,0.49118534999999997
184,184,0.35718900000000003
184,187,0.03545605
184,192,0.00305129
184,196,0.04401472
184,197,0.0001032
184,199,0.014405459999999998
184,201,0.05208336
184,208,0.066538448359375
184,210,0.00663384
184,212,0.0007671799999999999
184,230,0.058852480000000006
184,238,0.0006403586645507812
184,294,0.0022231
184,3,0.36834868000000015
184,331,0.18988829999999998
184,332,0.14678446
184,37,0.12980488
184,38,0.11672855999999998
184,39,0.006061496532821655
184,4,0.041654140000000006
184,40,0.014688398492955206
184,41,0.12743295
184,43,0
184,45,0.008204377989393472
184,48,0.6634077699999994
184,5,0.04880783999999999
184,54,0.2011463972516724
184,55,0.13254700000000003
184,6,5.11279806000001
184,7,0.6169937373963946
184,73,0.03967367999999999
184,74,0.0013933679773712158
184,76,0.18917114803794366
184,77,0.015280230029907242
184,78,0.00042095999999999995
184,79,0.028864169999999995
184,8,1.9831488199999996
184,80,0.00100114
184,81,0.024985508013916018
184,9,0.30432247999999995
184,93,0.2822981
184,94,0.035279899999999996
184,95,0.19510370999999999
184,96,0.013355490000000001
184,97,0.000336
184,98,0.0040071096362304685
185,10,0.04380741000000001
185,102,0.000005440000000000001
185,105,0.00146696
185,108,0.020745100000000002
185,111,0.01818028
185,112,0.00000344
185,113,0.0289988942666626
185,115,0.13174347
185,116,0.06569182
185,119,0.08307613
185,120,0.017577310000000002
185,121,0
185,123,0.016205360000000002
185,124,-5.684341886080802e-19
185,125,0.00034305797016143797
185,13,0.37574757000000003
185,132,0.03308439999999999
185,133,0.020191020000000004
185,134,0.03523261421875
185,135,0.33981616
185,136,0.09177191999999999
185,139,0.03356007
185,147,0.23662314000000007
185,158,0.26534792
185,159,0.12207623999999999
185,161,0.013861189999999997
185,166,0.06422137
185,167,0.008293140000000001
